title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43726338'>Everything I've never had</a>,TrullbusTheCrimeEater,Updated,23,21,2,142,Not Rated,2838,1,2022-12-20,"Alternate Universe - Pirate, Avatrice, Alternate Universe - Canon Divergence, No Character Death, may be ooc, Fluff and Angst, Some Plot, Some Humor, they are all traumatized, Found Family, Queer Families, Repressed Sister Beatrice (Warrior Nun), Gay Mess Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Ava Silva Needs a Hug, Ava Silva Being Ava Silva"
<a href='https://archiveofourown.org/works/44974162'>Dawn of Ava (prayers to forbidden gods)</a>,squigglylinez,Updated,22,22,0,174,Not Rated,3315,1,2023-02-12,"found family and more found family, Slow Burn, idk what else to say i suppose things will come up as things develop, Crossover, Mentions of Violence, Nothing will be too graphic"
<a href='https://archiveofourown.org/works/44047858'>Time Will Tell</a>,Toshiakii_o,Updated,21,19,2,458,Not Rated,4988,3,2023-01-16,"Angst, Fluff, Alternate Universe - College/University, in love but wont admit it, Fluff and Angst, Slow Burn, Slow Build, wlw, nmlnm, chanel being a cool bff, chanel appreciation, Parties, college stuff, Sister Beatrice Needs a Hug (Warrior Nun), Ava being Ava, Alternate Universe - Sports, Sports, Football | Soccer, Soccer, mary team captain, shannon is a cool mom friend, marys sick of ava, but also loves her like a bff, Alternate Universe - Roommates/Housemates, Friends to Lovers, Comfort, Trying my best, Other Additional Tags to Be Added, Sister Lilith Deserves Love (Warrior Nun), bea is a simp, pls read"
<a href='https://archiveofourown.org/works/44044419'>Life Goes On</a>,fitzmonki,Updated,21,19,2,282,Mature,7317,2,2023-01-07,"Fluff, Angst, Fluff and Angst, Reunions, Post-Canon, Post-Season/Series 02, Hurt/Comfort, Emotions, Angst with a Happy Ending, POV Multiple"
<a href='https://archiveofourown.org/works/43369953'>Our Destruction</a>,Tiniestgay,Updated,20,17,3,149,Mature,314,1,2022-12-02,"Alternate Universe - Zombie Apocalypse, uhhhh this is a the last of us au that is gonna be painful, really painful, also women strong i am very gay, Hurt/Comfort, Angst with a Happy Ending, hopefully?"
<a href='https://archiveofourown.org/works/44835937'>You can live again</a>,VioletReiter,Updated,20,19,1,148,Mature,1520,1,2023-02-06,"Romance With Plot, No Halo, But we keep the nuns, Slow Burn, Angst, Internalized Homophobia, Hurt/Comfort, Multilingual bits because that's a really Warrior Nun thing, Lots of Spain because that's also a really Warrior Nun thing, Catholic Church Freeform"
<a href='https://archiveofourown.org/works/44093293'>A Call That Changed The World</a>,sk8trgirl,Updated,19,19,0,360,Not Rated,3635,2,2023-01-07,NA
<a href='https://archiveofourown.org/works/43319571'>come unto me</a>,bufferbug,Updated,18,18,0,231,Mature,2328,2,2022-11-29,"Holy war, Angst, Blood and Violence, Other: See Story Notes"
<a href='https://archiveofourown.org/works/44559457'>When the Worlds Collide</a>,TauSigma5,Updated,17,12,5,262,Mature,4334,3,2023-02-04,"Fluff and Hurt/Comfort, World Travel, Portals, Repressed Sister Beatrice (Warrior Nun), Adorable Ava Silva, She-Ra and the Princesses of Power (2018) Season 5 Spoilers, Beatrice becomes a catgirl, Ava becomes the Princess of Power"
<a href='https://archiveofourown.org/works/44624443'>The Song to My Heart</a>,RushieRush96,Updated,17,17,0,256,Not Rated,7216,3,2023-02-06,"Skateboarding AU, Skaterboi Ava, Prissy Beatrice, Enemies to Lovers, Enemies to Friends to Lovers, Angst, Shannon is alive and well, dumb Ava, Dumb Beatrice, They're gay your honor, smol bean Camilla, zazza, Zoinked Ava, Zoinked Bea?, They're both dorks tbh, skate the infinity but make it Avatrice"
<a href='https://archiveofourown.org/works/44804357'>web of hearts</a>,moonyswriting,Updated,16,10,6,606,Not Rated,979,2,2023-02-07,"Alternate Universe - Spider-Man Fusion, Lesbian Character, Bisexual Ava Silva, Canon Lesbian Relationship, Canon Bisexual Character, Alternate Universe - Canon Divergence, Alternate Universe, Soft Sister Beatrice/Ava Silva, Badass Sister Beatrice (Warrior Nun), Ava Silva Needs a Hug, Sister Beatrice Needs a Hug (Warrior Nun), Ava Silva Being Ava Silva, Smut, Angst and Fluff and Smut, Fluff and Smut"
<a href='https://archiveofourown.org/works/43505793'>Memories of the Brightest Light</a>,Warrior_writer,Updated,16,16,0,202,General Audiences,2172,1,2022-12-09,"Hurt/Comfort, Flashbacks, Emotional Hurt/Comfort"
<a href='https://archiveofourown.org/works/44406946'>Because you Told me to be Free</a>,All_Is_Well,Updated,15,12,3,579,Not Rated,7447,2,2023-01-26,"Angst, Angst with a Happy Ending, Angst and Hurt/Comfort, i dont know what this is, bea needs a hug, We all need a hug, fuck netflix, amazon prime be our savior, will update tags as story continues if I'm not to too lazy"
"<a href='https://archiveofourown.org/works/44775922'>Not in the next life, in this life.</a>",bighomogal,Updated,13,13,0,214,Mature,757,1,2023-02-04,"one shots, Smut, Fluff, Domestic, Angst, super gay, going to try and keep this up but i have commitment issues lol, there is likely going to be so many grammatical errors pls forgive"
<a href='https://archiveofourown.org/works/44892775'>The divine (warrior nun)</a>,EpicRandomz,Updated,13,13,0,125,General Audiences,2311,1,2023-02-09,NA
"<a href='https://archiveofourown.org/works/43605111'>(she's) a part of me, apart from me</a>",mildsenseofperil,Updated,12,12,0,183,Teen And Up Audiences,1004,1,2022-12-13,"theyre so in love, i would lay down my life for either of these two, this may be my first fic ever, Yearning, With a Capital Y"
"<a href='https://archiveofourown.org/works/43506132'>""Horns"" A Warrior Nun au</a>",Ktvfx558,Updated,10,9,1,235,Explicit,1835,1,2022-12-09,NA
<a href='https://archiveofourown.org/works/44718193'>Golden Hour</a>,iv3gotamigraine,Updated,10,9,1,170,Not Rated,6185,1,2023-02-01,"Twilight AU, Why Did I Write This?, vamp!bea, she will sparkle, Repressed Sister Beatrice (Warrior Nun), lilith has immaculate rosalie vibes, i wrote this at work, jc is jacob and still very annoying, mary is alive and well because i said so, mary as emmett is perfect, no beta we die like duretti, ava is still traumatized, Gay Mess Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), netflix cancelling warrior nun did not spark joy, beatrice is still repressed and religious, might be smut in later chapters as i deviate from canon, but we will see, tw first person pov, I know I hate it too, but i wanted twilight accuracy, twilight but gayer somehow, ava gets to say fuck, as she should"
<a href='https://archiveofourown.org/works/44706982'>Here With You</a>,anna_thema,Updated,10,10,0,125,Not Rated,1608,2,2023-02-01,"Angst, Grieving, Hurt/Comfort, Healing"
<a href='https://archiveofourown.org/works/44404822'>The Devourer of Worlds</a>,NadyaPeanuts,Updated,8,8,0,146,Not Rated,1051,1,2023-01-20,warrior nun - Freeform
<a href='https://archiveofourown.org/works/44238632'>Ava's Wiggly Adventure</a>,crabpringles,Updated,7,6,1,159,Teen And Up Audiences,668,1,2023-01-13,Worm Form
<a href='https://archiveofourown.org/works/44926372'>Say Something</a>,lillyofthebridge,Updated,7,7,0,92,General Audiences,2077,1,2023-02-10,NA
<a href='https://archiveofourown.org/works/44117907'>Dont turn away now</a>,justafandomguy,Updated,7,7,0,83,General Audiences,1425,3,2023-01-26,"Mentioned Jinx (League of Legends), Caitlyn Needs a Hug (League of Legends), Ava Silva Needs a Hug, nothing is ava beta read, Bad Puns, Swearing, implied threats"
<a href='https://archiveofourown.org/works/43605150'>Wrecks</a>,LadyKanej,Updated,7,7,0,79,Not Rated,982,1,2022-12-13,NA
<a href='https://archiveofourown.org/works/44363770'>The Halo of Truth</a>,buffyilicious,Updated,7,6,1,59,Teen And Up Audiences,1430,1,2023-01-18,"Falling In Love, Fluff and Angst"
<a href='https://archiveofourown.org/works/44258428'>All the things we cannot see</a>,Rokneim,Updated,4,4,0,73,Mature,2673,1,2023-01-14,"Post-Canon, Badass Sister Beatrice (Warrior Nun), Lilith redemption arc it's what she deserves, Holy war, Ava Comes Back Wrong, Angst, no beta we die like duretti"
<a href='https://archiveofourown.org/works/44688799'>I'll always find you</a>,Whitewolf132,Updated,3,3,0,119,Mature,18147,17,2023-02-07,NA
"<a href='https://archiveofourown.org/works/43831251'>My Dear, Here I Am. Once Again</a>",X_Z3N0_X,Updated,3,3,0,78,Mature,1053,1,2022-12-25,"Angst with a Happy Ending, Hurt/Comfort, Ava comes back, Mary is still alive, Blood and Injury, Past Abuse, Fluff and Angst, Attempt at Humor, Post-Canon, Reunions, Basically My Version of Season 3, fuck you netflix, Post-Traumatic Stress Disorder - PTSD"
<a href='https://archiveofourown.org/works/43273456'>Beatrice's Reality</a>,kimthewarriorr,Updated,3,2,1,48,Mature,575,1,2022-11-26,#Avatrice #Bisexual #Lesbian
"<a href='https://archiveofourown.org/works/44209114'>every time, when we're alone</a>",monsalaix,Updated,2,2,0,74,Not Rated,10814,1,2023-01-11,"Fluff, Adult Content, Friends to Lovers, Soft Ava Silva, Badass Sister Beatrice (Warrior Nun), Sister Camila Ships It (Warrior Nun), Gay Mess Ava Silva"
